mobile_price,disp_size,resolution,os,num_cores,mp_speed,int_memory,ram,battery_power,mob_width,mob_height,mob_depth,mob_weight
21499,16.94,2592000,10,8,2.2,256,8,4500,76.6,165.3,8.79,208
21499,16.94,2592000,10,8,2.2,256,8,4500,76.6,165.3,8.79,208
17499,16.94,2592000,10,8,2.2,64,6,4500,76.6,165.3,8.79,208
18499,16.94,2592000,10,8,2.2,128,6,4500,76.6,165.3,8.79,208
18999,15.7,2332800,8,8,2.8,128,6,4000,75.3,155.5,8.8,180
18999,15.7,2332800,8,8,2.8,128,6,4000,75.3,155.5,8.8,180
22999,15.7,2332800,8,8,2.8,256,8,4000,75.3,155.5,8.8,180
18999,15.7,2332800,8,8,2.8,128,6,4000,75.3,155.5,8.8,180
18499,16.94,2592000,10,8,2.2,128,6,4500,76.6,165.3,8.79,208
18499,16.94,2592000,10,8,2.2,128,6,4500,76.6,165.3,8.79,208
19999,15.7,2332800,8,8,2.8,64,6,4000,75.3,155.5,8.8,180
19999,15.7,2332800,8,8,2.8,64,6,4000,75.3,155.5,8.8,180
14999,16.94,2592000,10,8,2.3,64,6,5000,76.68,165.75,8.8,209
16999,16.94,2592000,10,8,2.3,128,6,5000,76.68,165.75,8.8,209
13999,16.94,2592000,10,8,2.3,64,4,5000,76.68,165.75,8.8,209
16999,16.94,2592000,10,8,2.3,128,6,5000,76.68,165.75,8.8,209
16999,16.94,2592000,10,8,2.3,128,6,5000,76.68,165.75,8.8,209
14999,16.94,2592000,10,8,2.3,64,6,5000,76.68,165.75,8.8,209
14999,16.94,2592000,10,8,2.3,64,6,5000,76.68,165.75,8.8,209
13999,16.94,2592000,10,8,2.3,64,4,5000,76.68,165.75,8.8,209
13999,16.94,2592000,10,8,2.3,64,4,5000,76.68,165.75,8.8,209
12490,16.51,1152000,9,8,2.3,64,4,4230,75.5,163.9,8.3,180
14990,16.51,1152000,9,8,2.3,128,6,4230,75.5,163.9,8.3,180
14990,16.51,1152000,9,8,2.3,128,6,4230,75.5,163.9,8.3,180
12490,16.51,1152000,9,8,2.3,64,4,4230,75.5,163.9,8.3,180
16990,16.51,1152000,9,8,1.8,128,4,5000,75.6,163.6,9.1,195
9990,15.8,1094400,9,8,1.8,32,3,4230,75.5,155.9,8.3,165
9990,15.8,1094400,9,8,1.8,32,3,4230,75.5,155.9,8.3,165
8990,15.75,1094400,8,8,2.3,32,2,4230,75.4,155.9,8.2,170
18990,16.26,2592000,9,8,2.1,128,8,4000,73.3,160.2,7.9,172
18990,16.26,2592000,9,8,2.1,128,8,4000,73.3,160.2,7.9,172
16990,16.51,2592000,10,8,2,128,6,5000,75.5,162,8.9,192
16990,16.51,2592000,10,8,2,128,6,5000,75.5,162,8.9,192
8990,15.8,1094400,9,8,1.8,32,2,4230,75.5,155.9,8.3,165
8990,15.8,1094400,9,8,1.8,32,2,4230,75.5,155.9,8.3,165
11990,15.75,1094400,8,8,2.3,64,4,4230,75.4,155.9,8.2,170
15990,16.51,1152000,9,8,1.8,128,8,5000,75.6,163.6,9.1,195
18990,16.26,2592000,9,8,2.1,128,8,4000,73.3,160.2,7.9,172
15899,15.75,1094400,8,8,2.3,64,4,4230,75.4,155.9,8.2,170
29990,16.26,2592000,10,8,2.2,128,8,4025,73.4,158.8,8.1,175
29990,16.26,2592000,10,8,2.2,128,8,4025,73.4,158.8,8.1,175
29990,16.26,2592000,10,8,2.2,128,8,4025,73.4,158.8,8.1,175
12990,15.75,1094400,8,8,2.3,32,2,4230,75.4,155.9,8.2,170
14990,16.51,2527200,9,8,2.1,64,6,4000,76.1,161.3,8.8,190
41990,16.76,2527200,9,8,2.8,256,8,4065,77.2,162,9.3,215
38990,16.51,2527200,9,8,2.2,256,8,4000,74.3,160,9.5,189
60990,16.26,2527200,8,8,2.649,256,8,3730,74.2,156.7,9.6,186
60990,16.26,2527200,8,8,2.649,256,8,3730,74.2,156.7,9.6,186
29999,16.51,2527200,9,8,2.2,256,8,4000,75.8,161.8,8.67,195
14499,14.48,1036800,7,8,2.5,64,4,3180,73.1,150.5,7.7,143
15990,16.56,1152000,9,8,1.8,128,8,5000,75.6,163.6,9.1,195
13744,15.75,1094400,8,8,2.3,32,3,4230,75.4,155.9,8.2,170
12990,15.75,1094400,8,8,2.3,32,2,4230,75.4,155.9,8.2,170
9490,15.75,1094400,8,8,2.3,32,3,4230,75.4,155.9,8.2,170
18989,16.28,2527200,8,8,1.95,64,6,3600,75.5,158.3,7.4,156
19990,16,2527200,8,8,2,64,6,3500,74,156.7,7.99,169
19038,16.28,2527200,8,8,1.95,64,6,3600,75.5,158.3,7.4,156
17990,16.59,2527200,9,8,2.1,128,6,4020,76.1,162,8.3,188
8490,15.49,1123200,9,8,2,32,2,4000,77.35,154.4,8.35,165
13990,15.75,1094400,8,8,1.8,64,3,4230,75.4,155.9,8.1,168
19990,16,2527200,8,8,2,64,6,3500,74,156.7,7.99,169
19600,16.28,2527200,8,8,1.95,64,4,3600,75.5,158.3,7.4,156
21150,16,2527200,8,8,2,64,6,3500,74,156.7,7.99,169
17500,15.75,1094400,8,8,1.8,64,4,4230,75.4,155.9,8.1,168
12990,15.75,1094400,8,8,2.3,32,3,4230,75.4,155.9,8.2,170
14495,15.75,1094400,8,8,1.8,64,4,4230,75.6,156.2,8.2,168
9500,15.75,1094400,8,8,1.8,16,2,4230,75.6,156.2,8.2,168
9500,15.75,1094400,8,8,1.8,16,2,4230,75.6,156.2,8.2,168
13990,16.56,1152000,9,8,1.8,128,4,5000,75.6,163.6,9.1,195
11490,15.8,1094400,9,8,1.8,64,4,4230,75.5,155.9,8.3,165
11490,15.8,1094400,9,8,1.8,64,4,4230,75.5,155.9,8.3,165
16990,16.51,2527200,9,8,2.1,128,6,4000,76.1,161.3,8.8,190
16990,16.51,2527200,9,8,2.1,128,6,4000,76.1,161.3,8.8,190
31590,16.26,2527200,8,8,2.2,128,8,3700,74.6,157.6,7.9,183
13490,14.48,1036800,7,8,2.5,32,3,3180,73.1,150.5,7.7,143
9490,14.48,1036800,7,8,2.5,16,2,3180,73.1,150.5,7.7,143
22990,15.82,2462400,8,8,2,64,4,3400,75.3,156,7.8,158
13990,16.59,2527200,9,8,2.1,128,4,4020,76.1,162,8.3,188
13990,16.59,2527200,9,8,2.1,128,4,4020,76.1,162,8.3,188
17990,16.59,2527200,9,8,2.1,128,6,4020,76.1,162,8.3,188
18990,13.97,921600,5,8,1.4,64,4,3075,76,154.5,7.38,160
18990,13.97,921600,5,8,1.4,64,4,3075,76,154.5,7.38,160
18990,13.97,921600,5,8,1.4,64,4,3075,76,154.5,7.38,160
11990,13.97,921600,5,1,1.5,32,3,3075,154.5,7.38,76,160
8490,13.21,921600,7,8,1.8,16,3,3000,73.8,148.1,7.6,137
12990,15.75,1094400,8,8,1.8,32,3,4230,75.6,156.2,8.2,168
18000,13.97,2073600,6,8,1.5,64,4,3200,75.2,153.3,7.3,153
13500,15.75,1094400,8,8,1.8,32,4,4230,75.6,156.1,8.2,170
13990,14.48,1036800,7,8,2.5,64,4,3180,73.1,150.5,7.7,143
17000,16,2527200,8,8,2,64,4,3500,74,156.7,7.99,169
15000,15.75,1094400,8,8,1.8,64,4,4230,75.6,156.2,8.2,168
14495,15.75,1094400,8,8,1.8,64,4,4230,75.6,156.2,8.2,168
9500,15.75,1094400,8,8,1.8,16,2,4230,75.6,156.2,8.2,168
9500,15.75,1094400,8,8,1.8,16,2,4230,75.6,156.2,8.2,168
41990,16.76,2527200,9,8,2.8,256,8,4065,77.2,162,9.3,215
38990,16.76,2527200,9,8,2.8,128,6,4065,77.2,162,9.3,215
13990,16.56,1152000,9,8,1.8,128,4,5000,75.6,163.6,9.1,195
11490,15.8,1094400,9,8,1.8,64,4,4230,75.5,155.9,8.3,165
11490,15.8,1094400,9,8,1.8,64,4,4230,75.5,155.9,8.3,165
16990,16.51,2527200,9,8,2.1,128,6,4000,76.1,161.3,8.8,190
16990,16.51,2527200,9,8,2.1,128,6,4000,76.1,161.3,8.8,190
31590,16.26,2527200,8,8,2.2,128,8,3700,74.6,157.6,7.9,183
13490,14.48,1036800,7,8,2.5,32,3,3180,73.1,150.5,7.7,143
9490,14.48,1036800,7,8,2.5,16,2,3180,73.1,150.5,7.7,143
22990,15.82,2462400,8,8,2,64,4,3400,75.3,156,7.8,158
13990,16.59,2527200,9,8,2.1,128,4,4020,76.1,162,8.3,188
13990,16.59,2527200,9,8,2.1,128,4,4020,76.1,162,8.3,188
